Id,ic50_Omicron
1,132.969366916686
2,105.576610719674
3,158.171700879585
4,71.6829343479687
5,101.654326163089
6,43.6354371101901
7,75.2064435797005
8,53.0510344622756
9,114.222616540391
10,108.474257017075
11,207.586255362963
12,95.452293862894
13,119.891290231732
14,43.6153989603325
15,106.231992624813
16,62.236864612725
17,75.2549382178742
18,57.8226817726133
19,43.9986020767971
20,139.532771614739
21,80.1241005985876
22,54.0564368709205
23,44.2115870852449
24,58.1497816408636
25,116.896952700352
26,218.842680031642
27,36.6016668881623
28,97.9190372998644
29,97.1741006604656
30,90.8673131814806
31,60.7252067628462
32,31.2573777100361
33,69.0772096251748
34,133.847072623738
35,69.4987618672755
36,28.5082806826413
37,65.9877167448556
38,35.071585579203
39,97.145957372194
40,104.929781389068
41,111.217087924155
42,104.22461114592
43,52.494406160132
44,110.411824812618
45,78.8843156126709
46,45.0016787460971
47,58.4868006097172
48,149.128448532462
49,57.2913372940714
50,168.246469453536
51,157.713273881882
52,69.282318654275
53,58.0079462258863
54,78.3806998795475
55,97.5471099478457
56,37.3557200169828
57,208.624592129647
58,189.140972681732
59,52.5057417392651
60,50.8414009296739
61,89.9628236378117
62,50.6430372990155
63,40.4928535698836
64,67.6400040700756
65,97.4642014870158
66,161.244633220423
67,60.3358885858311
68,52.4729593010279
69,39.7338589969362
70,126.228367828145
71,244.376354663294
72,166.600033467418
73,137.926490781066
74,65.0424080458227
75,60.6747023573256
76,51.6163683010947
77,63.7017226585962
78,197.764796507912
79,81.4778493390035
80,198.653843151008
81,36.5287443703925
82,42.5925151560625
83,98.3454407286865
84,98.2157739369346
85,53.5460551769033
86,181.446516847226
87,56.642343459166
88,77.8629394289131
89,81.8530566892702
90,65.8436175910803
91,43.3362424828311
92,87.1870001500538
93,85.8019786492854
94,93.8327265691327
95,106.841491615208
96,56.6803796817603
97,89.3686692913989
98,236.040231570031
99,128.096746288195
100,67.4040578123451
101,118.785164432422
102,152.492875387213
103,51.2475241685746
104,44.5619881962334
105,65.3707210601259
106,59.0604326450982
107,65.4182364186437
108,87.5667221938628
109,42.8286164140193
110,167.65069600162
111,97.2819022995826
112,75.2676005650995
113,102.087280541132
114,103.018651420066
115,64.8432291901737
116,170.731925178178
117,67.6535888968475
118,90.3639953784306
119,155.02916082575
120,48.4788106922064
121,71.4081111318403
122,53.6832269856495
123,58.0316286469866
124,86.7579537281018
125,53.440737832687
126,71.9831625465084
127,138.781066036485
128,219.469430465684
129,92.0117743346469
130,114.322393894686
131,111.393315474896
132,108.560900365305
133,72.2275174866152
134,53.2904407539669
135,92.1578208605412
136,93.4762946090284
137,104.596875011065
138,62.3434524872349
139,63.1039678807294
140,184.187766480362
141,52.6984582652051
142,107.463424429281
143,105.525514740281
144,83.6109718066691
145,124.623388837885
146,273.579902741641
147,54.3978916930937
148,129.275168195746
149,68.0050159594358
150,50.060638782377
151,62.054734047831
152,61.5134948839474
153,193.073407152537
154,95.2647106333188
155,110.940437639723
156,90.8089182110321
157,133.283619211398
158,25.128294064295
159,119.998808815201
160,64.4552042680957
161,88.9853814375231
162,97.1138047754486
163,60.0763839200727
164,90.4378597507882
165,92.1582425426111
166,77.6209902707176
167,77.0228502890614
168,84.2131193595318
169,116.555302645174
170,95.6405793413675
171,37.5602256308776
172,105.182029233915
173,56.2293198734492
174,146.481691277456
175,110.154024565904
176,107.119355159265
177,104.55968851642
178,105.054571873869
179,89.3265160202738
180,47.2572686357464
181,111.451881089603
182,86.298918463589
183,96.6741704356334
184,62.3498193309698
185,95.6885633990672
186,56.3271856156879
187,42.2395718318326
188,138.205786274395
189,159.210465907034
190,120.017253390774
191,110.941484059173
192,74.308871390702
193,153.706584686782
194,118.405597117382
195,144.520194452069
196,170.904868267205
197,90.1014251944045
198,68.5020039601967
199,69.0417162267056
200,90.926796294061
201,38.7141531154454
202,66.0890675290947
203,112.026768339592
204,83.1030853685214
205,66.6015572864296
206,105.270396740844
207,39.2078470481657
208,86.408392692396
209,37.5305962883949
210,88.1381147501277
211,44.9998322175771
212,134.417653702813
213,128.834556262684
214,97.0996379266988
215,155.925396580786
216,89.9632804719114
217,115.2965051954
218,84.4439024941799
219,93.927225724558
220,63.1666392739805
221,127.101460781996
222,91.624683617364
223,74.9509412345263
224,88.8342080362381
225,71.4171031806724
226,104.794536231162
227,39.0752139556864
228,152.125602220746
229,59.0071842135046
